v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_departure_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,node_slots_by_time,link_paths_by_time,node_migrations,active_time_slots,current_time_slot,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_violation,v_net_single_step_violation,v_net_place_violation,v_net_route_violation,v_net_budget,v_net_place_budget,v_net_route_budget,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
47,18,7,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,70,0,588.0724433322821,12078,8385,3693,0.06957390146471376,0.1971739130434783,42,51.07244333228212,537.0,588.0724433322821,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[588.0724433322821],588.0724433322821,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
48,18,7,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,71,1,591.0,12078,8385,3693,0.06957390146471376,0.1971739130434783,47,1880.9635860597696,591.0,2471.9635860597696,5,6,False,"{0: np.int64(19), 1: np.int64(15), 2: np.int64(32), 3: np.int64(13), 4: np.int64(2)}","{(0, 2): []}","{(0, np.int64(19)): {'cpu': 13, 'gpu': 14, 'ram': 7}, (1, np.int64(15)): {'cpu': 4, 'gpu': 18, 'ram': 14}, (2, np.int64(32)): {'cpu': 19, 'gpu': 12, 'ram': 11}, (3, np.int64(13)): {'cpu': 6, 'gpu': 3, 'ram': 9}, (4, np.int64(2)): {'cpu': 11, 'gpu': 5, 'ram': 11}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,104.66666666666667,52.333333333333336,51,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],5.0,1.0
48,18,6,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,72,0,599.4403013525202,12225,8437,3788,0.06380381713271199,0.17652173913043478,39,109.44030135252027,490.0,599.4403013525202,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[599.4403013525202],599.4403013525202,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
49,18,6,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,73,1,603.0,12225,8437,3788,0.06380381713271199,0.17652173913043478,48,464.23925064171783,603.0,1067.2392506417177,4,4,False,"{0: np.int64(19), 1: np.int64(15), 2: np.int64(32), 3: np.int64(13)}","{(0, 2): []}","{(0, np.int64(19)): {'cpu': 8, 'gpu': 17, 'ram': 14}, (1, np.int64(15)): {'cpu': 18, 'gpu': 15, 'ram': 15}, (2, np.int64(32)): {'cpu': 11, 'gpu': 3, 'ram': 1}, (3, np.int64(13)): {'cpu': 19, 'gpu': 10, 'ram': 12}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,95.33333333333333,47.666666666666664,42,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],4.0,1.0
49,18,5,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,74,0,606.6904645974297,12433,8504,3929,0.05636928539724806,0.14586956521739125,10,480.6904645974297,126.0,606.6904645974297,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[606.6904645974297],606.6904645974297,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
49,18,4,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,75,0,610.5173914026182,12795,8661,4134,0.03894806924101202,0.101304347826087,44,50.51739140261818,560.0,610.5173914026182,5,6,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[610.5173914026182],610.5173914026182,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,4,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,76,1,618.0,12795,8661,4134,0.03894806924101202,0.101304347826087,49,672.1226323433591,618.0,1290.122632343359,5,6,False,"{0: np.int64(32), 1: np.int64(12), 2: np.int64(2), 3: np.int64(19), 4: np.int64(15)}","{(0, 1): [(np.int64(32), 34), (34, 24), (24, 25), (25, 9), (9, 15), (15, 12)], (0, 3): []}","{(0, np.int64(32)): {'cpu': 2, 'gpu': 1, 'ram': 8}, (1, np.int64(12)): {'cpu': 1, 'gpu': 1, 'ram': 13}, (2, np.int64(2)): {'cpu': 16, 'gpu': 12, 'ram': 10}, (3, np.int64(19)): {'cpu': 1, 'gpu': 6, 'ram': 19}, (4, np.int64(15)): {'cpu': 16, 'gpu': 8, 'ram': 18}}","{((0, 1), (np.int64(32), 34)): {'bw': 0}, ((0, 1), (34, 24)): {'bw': 0}, ((0, 1), (24, 25)): {'bw': 0}, ((0, 1), (25, 9)): {'bw': 0}, ((0, 1), (9, 15)): {'bw': 0}, ((0, 1), (15, 12)): {'bw': 0}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,88.0,44.0,43,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],5.0,2.0
50,18,4,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,77,0,621.498338921889,12795,8661,4134,0.03894806924101202,0.101304347826087,11,473.498338921889,148.0,621.498338921889,4,3,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[621.498338921889],621.498338921889,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,3,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,78,0,628.662155464798,12923,8757,4166,0.028295605858854822,0.09434782608695658,26,288.66215546479805,340.0,628.662155464798,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[628.662155464798],628.662155464798,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,3,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,79,0,640.7739863646179,12923,8757,4166,0.028295605858854822,0.09434782608695658,12,479.77398636461794,161.0,640.7739863646179,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[640.7739863646179],640.7739863646179,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,3,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,80,0,739.00698277986,12923,8757,4166,0.028295605858854822,0.09434782608695658,40,230.00698277986,509.0,739.00698277986,4,5,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[739.00698277986],739.00698277986,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,3,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,81,0,741.9707905370961,12923,8757,4166,0.028295605858854822,0.09434782608695658,33,313.97079053709615,428.0,741.9707905370961,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[741.9707905370961],741.9707905370961,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,2,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,82,0,748.2138903254552,13212,8868,4344,0.015978695073235683,0.055652173913043446,25,422.2138903254551,326.0,748.2138903254552,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[748.2138903254552],748.2138903254552,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,2,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,83,0,766.5694793251881,13212,8868,4344,0.015978695073235683,0.055652173913043446,14,572.5694793251881,194.0,766.5694793251881,4,4,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[766.5694793251881],766.5694793251881,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,2,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,84,0,806.4562400290198,13212,8868,4344,0.015978695073235683,0.055652173913043446,19,549.4562400290198,257.0,806.4562400290198,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[806.4562400290198],806.4562400290198,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,2,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,85,0,822.1274193633675,13212,8868,4344,0.015978695073235683,0.055652173913043446,6,744.1274193633675,78.0,822.1274193633675,5,6,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[822.1274193633675],822.1274193633675,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,2,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,86,0,826.0539005666851,13212,8868,4344,0.015978695073235683,0.055652173913043446,17,598.0539005666851,228.0,826.0539005666851,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[826.0539005666851],826.0539005666851,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,2,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,87,0,826.2987166471902,13212,8868,4344,0.015978695073235683,0.055652173913043446,20,555.2987166471902,271.0,826.2987166471902,4,5,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[826.2987166471902],826.2987166471902,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,2,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,88,0,897.1683013326907,13212,8868,4344,0.015978695073235683,0.055652173913043446,46,316.1683013326907,581.0,897.1683013326907,5,5,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[897.1683013326907],897.1683013326907,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,1,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,89,0,938.3713624532078,13270,8914,4356,0.01087438970261878,0.053043478260869525,31,529.3713624532078,409.0,938.3713624532078,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[938.3713624532078],938.3713624532078,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,1,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,90,0,1010.0360948995715,13270,8914,4356,0.01087438970261878,0.053043478260869525,37,534.0360948995715,476.0,1010.0360948995715,5,7,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[1010.0360948995715],1010.0360948995715,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,1,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,91,0,1067.2392506417177,13270,8914,4356,0.01087438970261878,0.053043478260869525,48,464.23925064171783,603.0,1067.2392506417177,4,4,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[1067.2392506417177],1067.2392506417177,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,1,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,92,0,1290.122632343359,13270,8914,4356,0.01087438970261878,0.053043478260869525,49,672.1226323433591,618.0,1290.122632343359,5,6,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[1290.122632343359],1290.122632343359,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,1,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,93,0,1383.165825889022,13270,8914,4356,0.01087438970261878,0.053043478260869525,41,860.165825889022,523.0,1383.165825889022,5,6,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[1383.165825889022],1383.165825889022,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,0,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,94,0,1459.9094621975046,13612,9012,4600,0.0,0.0,43,909.9094621975045,550.0,1459.9094621975046,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[1459.9094621975046],1459.9094621975046,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,0,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,95,0,1474.210224845763,13612,9012,4600,0.0,0.0,2,1447.210224845763,27.0,1474.210224845763,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[1474.210224845763],1474.210224845763,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,0,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,96,0,1612.9575393705115,13612,9012,4600,0.0,0.0,13,1438.9575393705115,174.0,1612.9575393705115,5,5,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[1612.9575393705115],1612.9575393705115,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,0,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,97,0,2443.515725352295,13612,9012,4600,0.0,0.0,45,1874.515725352295,569.0,2443.515725352295,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[2443.515725352295],2443.515725352295,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,0,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,98,0,2471.9635860597696,13612,9012,4600,0.0,0.0,47,1880.9635860597696,591.0,2471.9635860597696,5,6,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[2471.9635860597696],2471.9635860597696,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
50,18,0,1051.3333333333333,2992.3333333333335,223418.48563758796,719638.1230112034,0.35134231926033194,0.3104594913659261,23,99,0,2579.2486903045265,13612,9012,4600,0.0,0.0,27,2227.2486903045265,352.0,2579.2486903045265,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[2579.2486903045265],2579.2486903045265,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
